city,Latitude,Longitude 
Burtonsville,39.1111111,-76.9327778
Sebastian,27.8161111,-80.4708333
La Marque,29.3683333,-94.9711111
Lehigh Acres,26.625,-81.625
Arlington,32.7355556,-97.1077778
Captiva,26.5216667,-82.1894444
Clermont,28.5491667,-81.7730556
Tucson,32.2216667,-110.9258333
Talent,42.2458333,-122.7875
Medford,42.3266667,-122.8744444
Tabernacle,39.8438889,-74.7105556
Huntsville,34.7302778,-86.5861111
Walnut Creek/Concord,37.941299,-122.048773
Dehradun (India),30.316495,78.032192
Raleigh,35.7719444,-78.6388889
Hudson,42.7647222,-71.4402778
Greenfield,40.4213889,-79.9436111
Arbuckle,39.0175,-122.0566667
Farmington,40.9805556,-111.8866667
Ellisville,31.6038889,-89.1955556
Saginaw,43.4194444,-83.9508333
Maricopa,33.0580556,-112.0469444
Rutland,42.3694444,-71.9486111
Lacrosse,29.843298,-82.404833
Phoenix,33.4483333,-112.0733333
Salome,33.7811111,-113.6138889
Oviedo,28.6697222,-81.2083333
Vero Beach,27.6383333,-80.3975
Clackamas,45.4077778,-122.5691667
Conyers,33.6675,-84.0177778
Miami,25.7738889,-80.1938889
Ste-Brigitte De Laval (Canada),47.002378,-71.194212
Fort Washakie,43.0063889,-108.8816667
Noblesville,40.0455556,-86.0086111
Denver/Golden (Between),39.745721,-105.159182
Pawtucket,41.8786111,-71.3830556
Pawtucket,41.8786111,-71.3830556
Hull (Uk/England),53.716667,-0.333333
Burnley (Uk/England),53.8,-2.233333
Kirkland,42.0925,-88.8511111
Emporium,41.5113889,-78.2355556
Bushnell,28.6647222,-82.1130556
Tampico&#44 Tamaulipas (Mexico),22.233104,-97.861099
Los Angeles,34.0522222,-118.2427778
Deming,32.2686111,-107.7580556
Seattle,47.6063889,-122.3308333
Lebanon,36.2080556,-86.2911111
Midland,31.9972222,-102.0775
San Angelo,31.4636111,-100.4366667
Geneva,42.8688889,-76.9780556
Peshawar (Pakistan),34.014975,71.58049
Alta,40.5888889,-111.6372222
Kaneohe,21.4180556,-157.8036111
San Bernardino,34.1083333,-117.2888889
Leander,30.5786111,-97.8527778
Tucson,32.2216667,-110.9258333
Orange Park (Outside Jacksonville),30.1658333,-81.7066667
Cape Coral,26.5625,-81.9497222
Stanford,37.4241667,-122.165
Deming,32.2686111,-107.7580556
Glasgow (Uk/Scotland),55.833333,-4.25
New York City (Bronx),40.7141667,-74.0063889
Shanghai (China),31.230416,121.473701
Portland,45.5236111,-122.675
Hull (The Quadrant Estate) (Uk/England),53.716667,-0.333333
Schnecksville,40.6677778,-75.6075
Mammoth Lakes,37.6486111,-118.9711111
Auburn,47.3075,-122.2272222
Beaverton,45.4872222,-122.8025
Pomona,36.8672222,-91.9141667
North Tonawanda,43.0386111,-78.8644444
Santa Ana/Garden Grove,33.777372,-117.857842
New York City (Staten Island),40.7141667,-74.0063889
Anaheim,33.8352778,-117.9136111
Colombo (Sri Lanka),6.927079,79.861243
North Pole,64.7511111,-147.3494444
Monterrey (Mexico) (Outside City&#44 On Large Highway),25.686614,-100.316113
Binghamton,42.0986111,-75.9183333
Galesburg Area,40.981163,-90.408404
Del Mar,32.9594444,-117.2644444
Gainesville,29.6513889,-82.325
Whitetail,48.895,-105.1627778
West Molesey (Uk/England),51.4,-0.35
Flagstaff,35.1980556,-111.6505556
San Francisco,37.775,-122.4183333
Claymont,39.8005556,-75.46
Jacksonville,39.7338889,-90.2288889
Malvern,34.3622222,-92.8127778
Glen Rock,39.7930556,-76.7305556
Lebanon,37.5697222,-85.2527778
Modesto (West Of),37.6391667,-120.9958333
Sydney (Nsw&#44 Australia),-33.861481,151.205475
Stoke-On-Trent (Uk/England),53,-2.183333
Whitehouse Station,40.6152778,-74.7708333
Anchorage,61.2180556,-149.9002778
Prescot,34.540024,-112.468502
Caledonia (Canada),43.066667,-79.95
Deming,32.2686111,-107.7580556
Windham,42.8005556,-71.3047222
Kingston (Canada),44.233333,-76.483333
Fort Smith,35.3858333,-94.3983333
Dover (Uk/England),51.133333,1.3
Natchitoches,31.7605556,-93.0861111
Dartmouth (Canada),44.666667,-63.566667
Winnipeg (Canada),49.883333,-97.166667
Scottsdale,33.5091667,-111.8983333
Crawford,31.5341667,-97.4427778
San Rafael,37.9736111,-122.53
Pittsburgh,40.4405556,-79.9961111
Santa Monica,34.0194444,-118.4902778
London (Uk/England),51.514125,-0.093689
Greensboro,36.0725,-79.7922222
San Diego,32.7152778,-117.1563889
Burlington (South Of),40.4802778,-86.3947222
Rockford,42.2711111,-89.0938889
Tipton,38.6555556,-92.7797222
Victorville,34.5361111,-117.2902778
Hialeah,25.8572222,-80.2783333
Elmhurst,41.8994444,-87.9402778
Columbus,39.9611111,-82.9988889
Geelong (Australia),-38.153461,144.358093
Kansas City,39.0997222,-94.5783333
Sutherland,42.9741667,-95.4972222
Leicester (Uk/England),52.664913,-1.034894
Papillion,41.1544444,-96.0419444
Murtoa (Australia),-36.62009,142.466766
Mesa,33.4222222,-111.8219444
Newtown,41.4138889,-73.3038889
Maryville,35.7563889,-83.9705556
West Los Angeles,34.0522222,-118.2427778
Maui,20.798363,-156.331925
Arden,35.4661111,-82.5166667
Lake Wales (East Of ),27.9011111,-81.5861111
Lake Wales (East Of),27.9011111,-81.5861111
Fairless Hills,40.1794444,-74.8555556
Wimberley,29.9972222,-98.0983333
San Antonio,29.4238889,-98.4933333
Stanwood,48.2413889,-122.3694444
Perth (Australia),-31.95224,115.861397
Willow Creek,40.9397222,-123.6302778
Los Angeles,34.0522222,-118.2427778
Clarksville,36.5297222,-87.3594444
Apache Junction,33.415,-111.5488889
Hicksville,40.7683333,-73.5255556
Sunrise Beach Village,30.5994444,-98.4097222
Charlotte,35.2269444,-80.8433333
Bunker,37.4555556,-91.2094444
Trinity,30.945,-95.3752778
Washington,40.1738889,-80.2463889
New York City (Staten Island),40.7141667,-74.0063889
Oroville,39.5138889,-121.5552778
Burbank,34.1808333,-118.3080556
Las Vegas,36.175,-115.1363889
North Las Vegas,36.1988889,-115.1166667
San Antonio,29.4238889,-98.4933333
Mauldin,34.7786111,-82.3102778
Tyler,32.3511111,-95.3008333
Tacoma,47.2530556,-122.4430556
Bunn,35.9608333,-78.2538889
Ottawa (Canada),45.416667,-75.7
Spokane,47.6588889,-117.425
Spokane,47.6588889,-117.425
Current,39.50938,-119.857855
Fort Worth,32.7252778,-97.3205556
Medellin (Colombia),6.235925,-75.575137
Window Rock,35.6805556,-109.0519444
Exeter,42.9813889,-70.9483333
Asheville,35.6008333,-82.5541667
Sylva,35.3736111,-83.2261111
Leupp,35.2980556,-111.0055556
Greenville,34.8525,-82.3941667
Chesapeake,36.8188889,-76.2752778
Charlotte,35.2269444,-80.8433333
Franklin,35.1822222,-83.3816667
Greenville,34.8525,-82.3941667
Leicester,35.655,-82.6963889
Valley View/Sanger (Between),33.404593,-97.188783
Bellevue,47.6105556,-122.1994444
Jacksonville,30.3319444,-81.6558333
Hemet,33.7475,-116.9711111
Jacksonville,30.3319444,-81.6558333
Robinson,31.4675,-97.1144444
Tucson,32.2216667,-110.9258333
Lower Burrell,40.5530556,-79.7575
Johnson City,36.3133333,-82.3536111
Westmoreland (5 Miles Ne Of),33.037267,-115.621382
Stonington,41.3358333,-71.9063889
Fort Myers,26.6402778,-81.8725
Milton (Near Banbury) (Uk/England),51.691111,-4.836389
Norcross,33.9411111,-84.2136111
Astoria,46.1880556,-123.83
Crane,43.4152778,-118.5772222
White Plains,41.0338889,-73.7633333
Hammond,41.5833333,-87.5
Hayward,37.6688889,-122.0797222
Eustis,28.8525,-81.6855556
Hammond,41.5833333,-87.5
Valley,32.8186111,-85.1794444
Waddington,44.8644444,-75.2044444
Dublin,32.5402778,-82.9038889
Powder Springs,33.8594444,-84.6838889
New Britain,40.2988889,-75.1813889
Las Vegas,36.175,-115.1363889
Newport News,36.9786111,-76.4283333
North East/Bel Air,39.535941,-76.348293
Cheektowaga,42.9033333,-78.755
Marysville,48.0519444,-122.1758333
Montgomery,30.3880556,-95.6961111
North Riverside,41.8427778,-87.8230556
Florence,34.7997222,-87.6772222
Beatrice,40.2680556,-96.7466667
Dixon,37.9916667,-92.0936111
Dixon,37.9916667,-92.0936111
Vassalboro,44.4591667,-69.6780556
Alexandria,38.9594444,-84.3880556
Conway,43.9791667,-71.1208333
Yavatmal (India),20.388794,78.120407
Heidelburg,31.886822,-88.983942
Parksley,37.7819444,-75.6538889
Mcmurray,40.2777778,-80.0841667
Buffalo,42.8863889,-78.8786111
Fairbanks,64.8377778,-147.7163889
Lake City,44.3352778,-85.215
Cirencester (Uk/England),51.733333,-1.983333
Canfield,41.025,-80.7611111
Sycamore,41.9888889,-88.6866667
Woodsville,44.1522222,-72.0377778
Manchester,43.1636111,-73.0727778
Ipswich&#44 Qld (Australia),-27.614093,152.758472
Youngstown,41.0997222,-80.6497222
Kingston (Canada),44.233333,-76.483333
Pipe Creek,29.7233333,-98.9355556
Mass City,46.7638889,-89.0861111
Danville,36.5858333,-79.3952778
Fairless Hills,40.1794444,-74.8555556
Morristown,40.7966667,-74.4819444
Norwich (Uk/England),52.633333,1.3
Cypress,29.9688889,-95.6969444
Four Oaks,35.4447222,-78.4272222
Yokohama (Japan),35.443708,139.638026
Inglewood,33.9616667,-118.3522222
Tampa,27.9472222,-82.4586111
Pittsburgh,40.4405556,-79.9961111
Ward,35.0302778,-91.9502778
Peoria,33.5805556,-112.2366667
Somerset,40.4975,-74.4888889
Peoria,33.5805556,-112.2366667
Buxton,43.6377778,-70.5194444
Manchester,41.7758333,-72.5219444
Merrill,45.1805556,-89.6833333
Torrance,33.8358333,-118.3397222
Seaton (Uk/England),52.566667,-0.666667
Arvada,39.8027778,-105.0869444
Monterrey (Mexico),25.686614,-100.316113
El Dorado,37.8172222,-96.8619444
Houston,29.7630556,-95.3630556
Lancaster,34.6980556,-118.1358333
Hite River (Canada),48.583333,-85.283333
Capitola,36.9752778,-121.9522222
Alexandria,38.8047222,-77.0472222
Dallas,32.7833333,-96.8
Greenville,35.6125,-77.3666667
Staunton,38.1494444,-79.0719444
Anchorage,61.2180556,-149.9002778
Bellevue/Issaquah,47.507046,-122.045115
Palmetto Bay,25.621772,-80.324775
Newark,39.6836111,-75.75
Akola (India),20.7333,77
Simsboro,32.5344444,-92.7883333
Miesau (Germany),49.4,7.433333
Albuquerque,35.0844444,-106.6505556
Westboro,40.5347222,-95.3188889
Guarenas (Venezuela),38.907192,-77.036871
Washington&#44 Dc,38.907231,-77.036464
Watertown,44.8994444,-97.1147222
Willowbrook,41.7697222,-87.9358333
Hodgkins,41.7688889,-87.8577778
Chesapeake,36.8188889,-76.2752778
Corpus Christi,27.8002778,-97.3961111
Brick,40.057838,-74.137183
Leavenworth,39.3111111,-94.9222222
Longs,33.9383333,-78.7333333
Nunn,40.7036111,-104.7802778
Plattekill,41.6175,-74.0763889
St. Paul,44.9444444,-93.0930556
Adams County (On Co. Hwy. D),43.9561111,-89.8180556
Augusta,33.4708333,-81.975
Lake Villa,42.4169444,-88.0738889
Muncie,40.1933333,-85.3863889
Phoenix,33.4483333,-112.0733333
Racine,42.7261111,-87.7827778
Mission Viejo,33.6,-117.6711111
Phoenix,33.4483333,-112.0733333
Westboro,40.5347222,-95.3188889
Huntington Beach,33.6602778,-117.9983333
Fort Wayne,41.1305556,-85.1288889
Morrison,41.8097222,-89.965
Mount Vernon,48.4213889,-122.3327778
Kenosha,42.5847222,-87.8211111
St. Augustine,29.8944444,-81.3147222
Jeffersonville,38.2775,-85.7372222
Sunerland,42.466373,-72.579511
Raleigh,35.7719444,-78.6388889
Rocky Mount,35.9380556,-77.7908333
Jacksonville,30.3319444,-81.6558333
Scott Depot,38.4416667,-81.9169444
Federal Way,47.3225,-122.3113889
Woodbury,41.5444444,-73.2094444
Port Charlotte,26.9758333,-82.0908333
Hoffman Estates,42.0427778,-88.0797222
Portsmouth,43.0716667,-70.7630556
Dudley,42.045,-71.9305556
Clearwater Beach,27.9769444,-82.8280556
Clinton,39.6569444,-87.3980556
Tucson,32.2216667,-110.9258333
Tucson,32.2216667,-110.9258333
Washington,42.7244444,-83.0361111
Martinsville,39.4277778,-86.4283333
Port Charlotte,26.9758333,-82.0908333
Kelso,46.1469444,-122.9072222
New Washington,40.9622222,-82.8544444
Valley Head,38.545,-80.0361111
Coral Gables,25.7211111,-80.2686111
Maumee,41.5627778,-83.6538889
Spokane Valley,47.6733333,-117.2383333
Campbell,37.2872222,-121.9488889
Kelso,46.1469444,-122.9072222
Mclean,38.9341667,-77.1777778
Lewisville,33.0461111,-96.9938889
Seattle,47.6063889,-122.3308333
Stilwell,35.8144444,-94.6283333
San Marcos,29.8830556,-97.9411111
Little River,33.8730556,-78.6144444
Hernando,34.8238889,-89.9936111
Honolulu,21.3069444,-157.8583333
Lubbock,33.5777778,-101.8547222
Caldwell,43.6630556,-116.6863889
Kelso,46.1469444,-122.9072222
Hillsboro,45.5230556,-122.9886111
Seattle,47.6063889,-122.3308333
Highlands Ranch,39.5538889,-104.9688889
Beebe,35.0705556,-91.8794444
Levittown,40.7258333,-73.5147222
Frankfort,38.2008333,-84.8733333
Portland,45.5236111,-122.675
Omaha,41.2586111,-95.9375
Albuquerque,35.0844444,-106.6505556
Glen Rose,34.4555556,-92.7294444
Presque Isle,46.6811111,-68.0163889
Arkansas (Rural),35.20105,-91.831833
Kent,47.3811111,-122.2336111
Manaus-Amazonas (Brazil),-3.086529,-60.052321
Gloucseter (Uk/England),51.864245,-2.238156
Tarzana,34.1733333,-118.5530556
Bricktown,40.0591667,-74.1375
Poughkeepsie,41.7002778,-73.9213889
Sumter,33.9202778,-80.3416667
North Bend,47.4958333,-121.7855556
Philadelphia,39.9522222,-75.1641667
Salluit (Canada),62.201285,-75.646856
Redding,40.5866667,-122.3905556
Toronto (Canada),43.666667,-79.416667
Phoenix,33.4483333,-112.0733333
Seattle,47.6063889,-122.3308333
Peebles,38.9488889,-83.4058333
Guarenas&#44 Miranda (Venezuela),10.466263,-66.616882
Clearwater Beach,27.9769444,-82.8280556
Salton Sea (Over),33.253533,-115.710179
Marion,44.6708333,-88.8891667
Ferndale,48.8466667,-122.5897222
Atlanta,33.7488889,-84.3880556
Marina Del Rey/Los Angeles,33.980289,-118.451745
Glendale,33.5386111,-112.1852778
Valle De Bravo (Mexico),19.195096,-100.132673
Las Vegas,36.175,-115.1363889
Ripley,34.7297222,-88.9505556
Pahrump,36.2083333,-115.9830556
Coolidge,32.9777778,-111.5169444
San Francisco (Ocean Side Of),37.775,-122.4183333
Manchester,35.4816667,-86.0886111
Birmingham,33.5205556,-86.8025
Colombiana,33.178172,-86.607205
Weogufka,33.0163889,-86.3122222
Sterrett (15 Miles South Of Birmingham),33.4486111,-86.48
Toney,34.8980556,-86.7336111
Dalton,34.7697222,-84.9702778
Knoxville,35.9605556,-83.9208333
Cassville,34.2447222,-84.8522222
Alabaster,33.2441667,-86.8163889
Guyton,32.3361111,-81.3916667
Burna,37.2455556,-88.3605556
West Elkton,40.7619444,-80.6988889
Cleveland,35.7330556,-80.6772222
Dallas /Ft. Worth Area&#44 South Of The,32.78014,-96.800451
Lutz,28.1508333,-82.4616667
San Diego,32.7152778,-117.1563889
O&#39Fallon,38.5922222,-89.9111111
Darrington,48.2555556,-121.6002778
Corvallis,44.5647222,-123.2608333
Portland,45.5236111,-122.675
Brooklyn Park,45.0941667,-93.3561111
Ardmore,34.1741667,-97.1433333
Lake Havasu City,34.4838889,-114.3216667
Gold Bar,47.8569444,-121.6958333
Montlu&Ccedil;On (France),46.341547,2.601991
Prospect Park,39.8877778,-75.3086111
Isle Of Wight (Uk/England),50.666667,-1.333333
Big Bear City,34.2611111,-116.8441667
Avondale,33.4355556,-112.3488889
Porterville,36.0652778,-119.0158333
Filion,43.8955556,-83.0036111
Ferrum,36.9227778,-80.0136111
Sidney,40.2841667,-84.1555556
Oklahoma City,35.4675,-97.5161111
Seattle,47.6063889,-122.3308333
Callahan,30.5619444,-81.8308333
Birmingham,32.656723,-97.056801
Machesney Park,42.3472222,-89.0388889
Baytown,29.7352778,-94.9772222
Elk City,35.4119444,-99.4038889
Richardson,32.9480556,-96.7294444
New Providence,39.9252778,-76.1983333
Williamsport,41.2411111,-77.0013889
Greenwood,32.4427778,-93.9727778
Mansfield (Uk/England),53.133333,-1.2
Folsom (Over/Cameron Park),38.6780556,-121.175
Bigelow,35.0011111,-92.6297222
Dover,36.4877778,-87.8383333
Avondale,33.4355556,-112.3488889
Reseda (San Fernando Valley),34.2011111,-118.5355556
St. Catharines (Canada),43.166667,-79.233333
Portage,42.2011111,-85.58
Oceanside,33.1958333,-117.3786111
Havelock,34.8788889,-76.9016667
In-Orbit (Heard From Americus&#44 Ga),33.677284,-84.299767
Stafford,38.4219444,-77.4086111
Theodosia,36.5827778,-92.6758333
Bensheim (Germany),49.680278,8.616111
Dekalb (Outside Of),41.9294444,-88.7502778
St Charles,41.9141667,-88.3086111
Lancaster,40.0377778,-76.3058333
Milwaukee,43.0388889,-87.9063889
Orillia (Canada),44.6,-79.416667
Cary,35.7913889,-78.7813889
Van Nuys,34.1866667,-118.4480556
Corning/Redding/Richfield,39.977676,-122.174652
Sedona,34.8697222,-111.7602778
Miami,36.8744444,-94.8772222
Burbank,34.1808333,-118.3080556
Fruita,39.1588889,-108.7283333
Northland/Moerewa Bay (New Zealand),-35.387899,174.013869
Belleville,38.52,-89.9838889
Terre Haute,39.4666667,-87.4138889
East Stroudsburg,40.9994444,-75.1816667
Tampa,27.9472222,-82.4586111
Hayward,37.6688889,-122.0797222
Germantown,35.0866667,-89.81
Desert Hot Springs,33.9611111,-116.5008333
Carnarvon Gorge (Australia),48.439549,-123.326395
Orlando,28.5380556,-81.3794444
Homosassa,28.7811111,-82.6152778
Bainbridge,42.2933333,-75.4797222
Strathroy (Canada),42.95,-81.616667
Bishkek (Kyrgyzistan),42.874722,74.612222
Fort Pierce,27.4463889,-80.3258333
Fountain Inn,34.6888889,-82.1958333
Forest Hills (Queens),40.7161111,-73.8505556
Victoria (Canada),46.216667,-63.483333
Los Alamos,36.250719,-115.1641
New Carrollton,38.9697222,-76.8802778
Ypsilanti,42.2411111,-83.6130556
Center Harbor,43.7097222,-71.4608333
Belize (During Cruise),17.189877,-88.49765
Santa Ana,33.7455556,-117.8669444
Vernon (Canada),46.183333,-62.883333
New York City (Brooklyn),40.7141667,-74.0063889
Richland,46.2858333,-119.2833333
Rancho Cucamonga,34.1063889,-117.5922222
Tadmarton&#44 Banbury (Uk/England),52.037774,-1.42576
Great Falls (14 Miles North Of),47.5002778,-111.3
Acton,34.47,-118.1958333
Smithshire,40.7927778,-90.7797222
Cheyenne,41.14,-104.8197222
China Spring,31.652213,-97.307964
Anchorage,61.2180556,-149.9002778
Centennial,39.5791667,-104.8763889
Centralia,46.7163889,-122.9530556
West Tawakoni,32.877815,-95.78162
Germansville,40.7013889,-75.7072222
Aurora,41.3175,-81.3455556
Woodbridge,38.6580556,-77.25
Albuquerque,35.0844444,-106.6505556
Fairfield,38.2494444,-122.0388889
High Prairie (Canada),55.433333,-116.483333
North Myrtle Beach,33.8158333,-78.6802778
Farmington,36.7280556,-108.2180556
Big Pines,34.3788889,-117.6891667
Chicago,41.85,-87.65
Blairsville,34.8761111,-83.9583333
Antelope,38.7083333,-121.3288889
Annapolis/Severna Park,39.028504,-76.503584
Fort Wayne,41.1305556,-85.1288889
Uk/England,52.355518,-1.17432
Centralia,38.525,-89.1333333
Walnut Creek,37.9063889,-122.0638889
Bloomfield,40.8066667,-74.1858333
Muncie,40.1933333,-85.3863889
Sonoma,38.2919444,-122.4569444
Kingman,37.6458333,-98.1133333
San Francisco Bay Area,37.714145,-122.25
Las Vegas,36.175,-115.1363889
Ware,42.2597222,-72.2402778
Grass Valley,39.2191667,-121.06
Palatka,29.6483333,-81.6377778
Burlington,39.3061111,-102.2688889
Cumming,34.2072222,-84.1402778
Ashford,46.7586111,-122.0297222
Aurora,39.7294444,-104.8313889
Colorado City,37.9452778,-104.8347222
Brewster/Carmel,41.406651,-73.638659
Honolulu,21.3069444,-157.8583333
Frankfort,40.2794444,-86.5108333
Newbury Park,34.1841667,-118.9097222
Otterbein,40.4905556,-87.0963889
Deer Park,40.7616667,-73.3297222
Medford,42.3266667,-122.8744444
Nashville,36.1658333,-86.7844444
Port Townsend,48.1172222,-122.7591667
Bath,41.1888889,-81.6363889
Oklahoma City,35.4675,-97.5161111
Mount Pleasant,43.5977778,-84.7675
Chesnee,35.1483333,-81.8611111
Houston,29.7630556,-95.3630556
Seminole,27.8394444,-82.7913889
Prior Lake,44.7133333,-93.4225
Wilmington,34.2255556,-77.945
Acworth,34.0658333,-84.6769444
Tacoma,47.2530556,-122.4430556
Canby,45.2630556,-122.6913889
Davis,38.545,-121.7394444
Tiverton,41.6258333,-71.2138889
Lodi,40.8822222,-74.0836111
Iquique,-20.2167,-70.142223
Grand Rapids To Nyc (In Flight),42.96336,-85.668086
Tacoma,47.2530556,-122.4430556
Dallas,32.7833333,-96.8
Fort Collins,40.5852778,-105.0838889
Colquitt,31.1711111,-84.7333333
Maiden,35.5755556,-81.2119444
Albuquerque,35.0844444,-106.6505556
South Hiram,43.8127778,-70.8780556
Anthony,29.2891667,-82.1119444
Austin,30.2669444,-97.7427778
Wildwood,28.865,-82.0391667
Plymouth (Uk/England),50.396389,-4.138611
Suzhou (China),31.298886,120.585316
Kleive (Norway),62.797057,7.645556
Greensboro,36.0725,-79.7922222
Canton,40.7988889,-81.3786111
Mesa,33.4222222,-111.8219444
Azua (Dominican Republic),18.46,-70.74
Hugo (Southeast Ok),34.0105556,-95.5094444
Gifford,40.3058333,-88.0211111
Webster Groves (St. Louis),38.5925,-90.3572222
Temecula,33.4936111,-117.1475
Bristol (Uk/England),51.45,-2.583333
Miami,25.7738889,-80.1938889
North Miami Beach,25.9327778,-80.1627778
Phoenix,33.4483333,-112.0733333
Temecula,33.4936111,-117.1475
Armonk,41.1263889,-73.7144444
Murray,36.6102778,-88.3147222
Menifee,33.7283333,-117.1455556
Yakima,46.6022222,-120.5047222
Corona,33.8752778,-117.5655556
Iroquois Falls (Canada),48.766667,-80.666667
Lake Stevens,48.0152778,-122.0625
Montclair,40.8258333,-74.2094444
Montclair,40.8258333,-74.2094444
Begues (Catalonia&#44 Spain),41.330975,1.922643
Barcelona (Spain),41.385064,2.173403
Miami,25.7738889,-80.1938889
Keaau,19.6255556,-155.0416667
Kapolei,21.335391,-158.056896
Naples,26.1416667,-81.795
Vancouver,45.6388889,-122.6602778
Holloman Afb,32.8525,-106.106389
Johor Bahru (Malaysia),1.46343,103.754715
Clayton,35.6505556,-78.4566667
Streamwood,42.0255556,-88.1783333
Raleigh,35.7719444,-78.6388889
Huntsvile,34.730369,-86.586104
Milford,41.2222222,-73.0569444
Cuero,29.0936111,-97.2888889
Petaling Jaya (Malaysia),3.107094,101.608255
Laguna Hills,33.6125,-117.7119444
Billings,45.7833333,-108.5
Orlando,28.5380556,-81.3794444
San Ramon,37.78,-121.9769444
Broomfield,39.9205556,-105.0861111
King George,38.2680556,-77.1847222
Ft. Bragg,35.139167,-78.999167
Riverside,33.9533333,-117.3952778
South Kingstown,41.447569,-71.524667
Bel Air,39.5358333,-76.3486111
Melbourne Beach,28.0680556,-80.5605556
Prescott Valley,34.61,-112.315
Renton,47.4830556,-122.2158333
Monterey,36.6002778,-121.8936111
Fargo/Valley City (Between),46.84453,-96.774402
Washington&#44 D.C.,38.907231,-77.036464
North Bay (Canada),46.3,-79.45
Marion,35.6838889,-82.0094444
Beltsville,39.0347222,-76.9077778
Brooklet,32.3794444,-81.6633333
Reston,38.9686111,-77.3413889
Salina,38.8402778,-97.6111111
Renton,47.4830556,-122.2158333
Spanish Lake,38.7877778,-90.2158333
Tamarac,26.2125,-80.25
Broomfield,39.9205556,-105.0861111
Boardman,41.0241667,-80.6630556
Buffalo,42.8863889,-78.8786111
Newark,39.6836111,-75.75
San Francisco,37.775,-122.4183333
Avon Park,27.5955556,-81.5063889
Westerly,41.3775,-71.8277778
Hamilton (Canada),43.25,-79.833333
Wilmington,34.2255556,-77.945
Colorado Springs,38.8338889,-104.8208333
Murphysboro,37.7644444,-89.335
Blanchester,39.2930556,-83.9888889
Eastgate,39.975755,-82.948811
Martinsville,39.3238889,-83.815
Clarksville,39.4013889,-83.9813889
Henderson,36.0397222,-114.9811111
Trumbull,41.2427778,-73.2011111
Lake Oswego,45.4208333,-122.6694444
Sterling,41.7886111,-89.6961111
Myrtle Beach,33.6888889,-78.8869444
Wichita,37.6922222,-97.3372222
Sugar Grove,36.7755556,-81.4125
Antioch,38.005,-121.8047222
Antioch,38.005,-121.8047222
Antioch,38.005,-121.8047222
Kota Kinabalu (Malaysia),5.976474,116.115777
Montgomery,30.3880556,-95.6961111
King Of Prussia,40.0891667,-75.3963889
Atco,39.7697222,-74.8877778
Belleville,38.52,-89.9838889
Fall City,47.5675,-121.8875
Elk Grove,38.4088889,-121.3705556
Reno,39.5297222,-119.8127778
Schenectady,42.8141667,-73.94
Schoharie,42.6658333,-74.31
Simi Valley,34.2694444,-118.7805556
San Antonio,29.4238889,-98.4933333
Orlando,28.5380556,-81.3794444
Elkart,41.681994,-85.976667
Ketchikan,55.3422222,-131.6461111
Hope,44.265,-69.1594444
Yankton,42.8711111,-97.3969444
Brooklyn Center,45.0761111,-93.3325
Davenport,28.1611111,-81.6019444
Sacramento,38.5816667,-121.4933333
Turlock,37.4947222,-120.8455556
Vancouver,45.6388889,-122.6602778
Portland,43.6613889,-70.2558333
Kaanapali,20.9316667,-156.6972222
Perth (Australia),-31.95224,115.861397
Austin,30.2669444,-97.7427778
Rio Chama,36.903068,-106.579479
Port Ludlow,47.9255556,-122.6822222
Novi,42.4805556,-83.4755556
Salem,44.9430556,-123.0338889
Desert Hot Springs,33.9611111,-116.5008333
Centennial,39.5791667,-104.8763889
Hermon,44.81,-68.9138889
Raleigh,35.7719444,-78.6388889
Santa Cruz,36.9741667,-122.0297222
Kent,47.3811111,-122.2336111
Kennesaw,34.0233333,-84.6155556
Elgini,42.037379,-88.336105
Cape Coral,26.5625,-81.9497222
Irvine,33.6694444,-117.8222222
Palm Beach Gardens,26.8230556,-80.1388889
Whitefield,44.3730556,-71.6105556
Belgrade,45.7761111,-111.1761111
Hollister,36.8525,-121.4005556
Tewksbury,42.6105556,-71.2347222
Vero Beach,27.6383333,-80.3975
Vero Beach,27.6383333,-80.3975
Diamond Lake,43.1788889,-122.1377778
Lakeland,28.0391667,-81.95
Whitefish,48.4111111,-114.3366667
Calgary (Canada),51.083333,-114.083333
Sunrise,26.1336111,-80.1133333
Jupiter,26.9338889,-80.0944444
Barbados,13.193887,-59.543198
Washburn,47.2891667,-101.0286111
Chicago,41.85,-87.65
Broadview Heights,41.3138889,-81.6852778
Davie,26.0625,-80.2333333
Rolla,37.9513889,-91.7711111
Newcastle (Australia),-32.927792,151.784485
Sydney (Nsw&#44 Australia),-33.861481,151.205475
Farmington,37.7808333,-90.4216667
Bothell,47.7625,-122.2041667
Concrete,48.5394444,-121.745
Lynnwood,47.8211111,-122.3138889
Sedgewick,44.304065,-68.615518
Birkenhead (Uk/England),53.4,-3.033333
Flagstaff,35.1980556,-111.6505556
Columbus,29.7063889,-96.5394444
Rome,34.2569444,-85.1647222
Coconut Creek,26.2513889,-80.1791667
Las Vegas,36.175,-115.1363889
Phoenix,33.4483333,-112.0733333
Tjorn (Sweden),58.012599,11.616904
Santa Rosa,38.4405556,-122.7133333
Culpeper County (Location Unspecified),38.4730556,-77.9969444
Las Vegas,36.175,-115.1363889
Philipsburg,40.8963889,-78.2208333
Orange (W/B Sr-22&#44 Garden Grove Fwy&#44 @ Main St.),33.7877778,-117.8522222
